Area,Year,Standard Deviation
Central Asia,1987,
Central Asia,1987,
Central Asia,1987,
Eastern Asia,1987,1.045
Eastern Asia,1987,1.725
Eastern Asia,1987,1.077
Eastern Asia,1987,0.683
Eastern Asia,1987,0.467
Eastern Asia,1987,0.366
Eastern Asia,1987,0.303
Eastern Asia,1987,0.42
Eastern Asia,1987,0.482
Eastern Asia,1987,0.524
Eastern Asia,1987,1.088
Eastern Asia,1987,1.24
Southern Asia,1987,0.962
Southern Asia,1987,1.265
Southern Asia,1987,0.867
Southern Asia,1987,0.796
Southern Asia,1987,0.556
Southern Asia,1987,0.323
Southern Asia,1987,0.247
Southern Asia,1987,0.244
Southern Asia,1987,0.243
Southern Asia,1987,0.524
Southern Asia,1987,0.642
Southern Asia,1987,0.705
South-Eastern Asia,1987,0.567
South-Eastern Asia,1987,0.456
South-Eastern Asia,1987,0.381
South-Eastern Asia,1987,0.349
South-Eastern Asia,1987,0.25
South-Eastern Asia,1987,0.22
South-Eastern Asia,1987,0.2
South-Eastern Asia,1987,0.162
South-Eastern Asia,1987,0.143
South-Eastern Asia,1987,0.178
South-Eastern Asia,1987,0.368
South-Eastern Asia,1987,0.465
Western Asia,1987,1.179
Western Asia,1987,1.261
Western Asia,1987,0.935
Western Asia,1987,0.759
Western Asia,1987,0.572
Western Asia,1987,0.539
Western Asia,1987,0.474
Western Asia,1987,0.568
Western Asia,1987,0.585
Western Asia,1987,0.653
Western Asia,1987,0.934
Western Asia,1987,0.997
Eastern Europe,1987,1.94
Eastern Europe,1987,1.869
Eastern Europe,1987,1.375
Eastern Europe,1987,0.866
Eastern Europe,1987,0.642
Eastern Europe,1987,0.638
Eastern Europe,1987,0.539
Eastern Europe,1987,0.453
Eastern Europe,1987,0.576
Eastern Europe,1987,0.86
Eastern Europe,1987,0.88
Eastern Europe,1987,1.055
Northern Europe,1987,2.461
Northern Europe,1987,2.643
Northern Europe,1987,1.93
Northern Europe,1987,0.923
Northern Europe,1987,0.868
Northern Europe,1987,0.979
Northern Europe,1987,0.914
Northern Europe,1987,0.731
Northern Europe,1987,0.864
Northern Europe,1987,1.259
Northern Europe,1987,1.449
Northern Europe,1987,2.186
Southern Europe,1987,0.843
Southern Europe,1987,1.294
Southern Europe,1987,1.0
Southern Europe,1987,0.861
Southern Europe,1987,0.719
Southern Europe,1987,0.695
Southern Europe,1987,0.453
Southern Europe,1987,0.729
Southern Europe,1987,0.889
Southern Europe,1987,0.94
Southern Europe,1987,0.862
Southern Europe,1987,0.883
Western Europe,1987,2.053
Western Europe,1987,2.145
Western Europe,1987,1.577
Western Europe,1987,1.194
Western Europe,1987,0.873
Western Europe,1987,1.019
Western Europe,1987,1.099
Western Europe,1987,0.908
Western Europe,1987,1.174
Western Europe,1987,1.45
Western Europe,1987,1.098
Western Europe,1987,1.828
Australia and New Zealand,1987,0.654
Australia and New Zealand,1987,0.511
Australia and New Zealand,1987,0.514
Australia and New Zealand,1987,0.467
Australia and New Zealand,1987,0.691
Australia and New Zealand,1987,0.601
Australia and New Zealand,1987,0.76
Australia and New Zealand,1987,0.608
Australia and New Zealand,1987,0.752
Australia and New Zealand,1987,0.833
Australia and New Zealand,1987,0.631
Australia and New Zealand,1987,0.708
Antarctica,1988,1.24
Antarctica,1988,1.084
Antarctica,1988,1.156
Antarctica,1988,1.868
Antarctica,1988,1.704
Antarctica,1988,1.929
Antarctica,1988,1.801
Antarctica,1988,2.216
Antarctica,1988,2.058
Antarctica,1988,1.344
Antarctica,1988,1.124
Antarctica,1988,1.161
South Africa,1988,0.637
South Africa,1988,0.583
South Africa,1988,0.625
South Africa,1988,0.64
South Africa,1988,0.483
South Africa,1988,0.788
South Africa,1988,0.656
South Africa,1988,0.65
South Africa,1988,0.742
South Africa,1988,0.762
South Africa,1988,0.657
South Africa,1988,0.701
Africa,1988,0.488
Africa,1988,0.483
Africa,1988,0.484
Africa,1988,0.316
Africa,1988,0.341
Africa,1988,0.292
Africa,1988,0.313
Africa,1988,0.303
Africa,1988,0.304
Africa,1988,0.304
Africa,1988,0.314
Africa,1988,0.353
Eastern Africa,1988,0.345
Eastern Africa,1988,0.338
Eastern Africa,1988,0.363
Eastern Africa,1988,0.399
Eastern Africa,1988,0.451
Eastern Africa,1988,0.369
Eastern Africa,1988,0.353
Eastern Africa,1988,0.349
Eastern Africa,1988,0.346
Eastern Africa,1988,0.371
Eastern Africa,1988,0.304
Eastern Africa,1988,0.378
Middle Africa,1988,0.418
Middle Africa,1988,0.506
Middle Africa,1988,0.355
Middle Africa,1988,0.317
Middle Africa,1988,0.291
Middle Africa,1988,0.26
Middle Africa,1988,0.327
Middle Africa,1988,0.295
Middle Africa,1988,0.33
Middle Africa,1988,0.27
Middle Africa,1988,0.301
Middle Africa,1988,0.401
Northern Africa,1988,0.767
Northern Africa,1988,0.804
Northern Africa,1988,0.79
Northern Africa,1988,0.395
Northern Africa,1988,0.506
Northern Africa,1988,0.308
Northern Africa,1988,0.419
Northern Africa,1988,0.312
Northern Africa,1988,0.368
Northern Africa,1988,0.45
Northern Africa,1988,0.624
Northern Africa,1988,0.642
Southern Africa,1988,0.706
Southern Africa,1988,0.624
Southern Africa,1988,0.753
Southern Africa,1988,0.617
Southern Africa,1988,0.409
Southern Africa,1988,0.852
Southern Africa,1988,0.572
Southern Africa,1988,0.61
Southern Africa,1988,0.621
Southern Africa,1988,0.685
Southern Africa,1988,0.585
Southern Africa,1988,0.58
Western Africa,1988,0.915
Western Africa,1988,0.781
Western Africa,1988,0.701
Western Africa,1988,0.498
Western Africa,1988,0.425
Western Africa,1988,0.44
Western Africa,1988,0.446
Western Africa,1988,0.51
Western Africa,1988,0.478
Western Africa,1988,0.424
Western Africa,1988,0.437
Western Africa,1988,0.57
Northern America,1988,0.948
Northern America,1988,1.621
Northern America,1988,1.087
Northern America,1988,0.825
Northern America,1988,0.519
Northern America,1988,0.429
Northern America,1988,0.366
Northern America,1988,0.38
Northern America,1988,0.602
Northern America,1988,0.936
Northern America,1988,0.627
Northern America,1988,1.326
Central America,1988,0.595
Central America,1988,0.52
Central America,1988,0.643
Central America,1988,0.461
Central America,1988,0.325
Central America,1988,0.403
Central America,1988,0.488
Central America,1988,0.385
Central America,1988,0.403
Central America,1988,0.469
Central America,1988,0.566
Central America,1988,0.513
South America,1988,0.263
South America,1988,0.326
South America,1988,0.414
South America,1988,0.418
South America,1988,0.479
South America,1988,0.564
South America,1988,0.495
South America,1988,0.39
South America,1988,0.334
South America,1988,0.335
South America,1988,0.315
South America,1988,0.272
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Central Asia,1988,
Eastern Asia,1988,1.045
Eastern Asia,1988,1.725
Eastern Asia,1988,1.077
Eastern Asia,1988,0.683
Eastern Asia,1988,0.467
Eastern Asia,1988,0.366
Eastern Asia,1988,0.303
Eastern Asia,1988,0.42
Eastern Asia,1988,0.482
Eastern Asia,1988,0.524
Eastern Asia,1988,1.088
Eastern Asia,1988,1.24
Southern Asia,1988,0.962
Southern Asia,1988,1.265
Southern Asia,1988,0.867
Southern Asia,1988,0.796
Southern Asia,1988,0.556
Southern Asia,1988,0.323
Southern Asia,1988,0.247
Southern Asia,1988,0.244
Southern Asia,1988,0.243
Southern Asia,1988,0.524
Southern Asia,1988,0.642
Southern Asia,1988,0.705
South-Eastern Asia,1988,0.567
South-Eastern Asia,1988,0.456
South-Eastern Asia,1988,0.381
South-Eastern Asia,1988,0.349
South-Eastern Asia,1988,0.25
South-Eastern Asia,1988,0.22
South-Eastern Asia,1988,0.2
South-Eastern Asia,1988,0.162
South-Eastern Asia,1988,0.143
South-Eastern Asia,1988,0.178
South-Eastern Asia,1988,0.368
South-Eastern Asia,1988,0.465
Western Asia,1988,1.179
Western Asia,1988,1.261
Western Asia,1988,0.935
Western Asia,1988,0.759
Western Asia,1988,0.572
Western Asia,1988,0.539
Western Asia,1988,0.474
Western Asia,1988,0.568
Western Asia,1988,0.585
Western Asia,1988,0.653
Western Asia,1988,0.934
Western Asia,1988,0.997
Eastern Europe,1988,1.94
Eastern Europe,1988,1.869
Eastern Europe,1988,1.375
Eastern Europe,1988,0.866
Eastern Europe,1988,0.642
Eastern Europe,1988,0.638
Eastern Europe,1988,0.539
Eastern Europe,1988,0.453
Eastern Europe,1988,0.576
Eastern Europe,1988,0.86
Eastern Europe,1988,0.88
Eastern Europe,1988,1.055
Northern Europe,1988,2.461
Northern Europe,1988,2.643
Northern Europe,1988,1.93
Northern Europe,1988,0.923
Northern Europe,1988,0.868
Northern Europe,1988,0.979
Northern Europe,1988,0.914
Northern Europe,1988,0.731
Northern Europe,1988,0.864
Northern Europe,1988,1.259
Northern Europe,1988,1.449
Northern Europe,1988,2.186
Southern Europe,1988,0.843
Southern Europe,1988,1.294
Southern Europe,1988,1.0
Southern Europe,1988,0.861
Southern Europe,1988,0.719
Southern Europe,1988,0.695
Southern Europe,1988,0.453
Southern Europe,1988,0.729
Southern Europe,1988,0.889
Southern Europe,1988,0.94
Southern Europe,1988,0.862
Southern Europe,1988,0.883
Western Europe,1988,2.053
Western Europe,1988,2.145
Western Europe,1988,1.577
Western Europe,1988,1.194
Western Europe,1988,0.873
Western Europe,1988,1.019
Western Europe,1988,1.099
Western Europe,1988,0.908
Western Europe,1988,1.174
Western Europe,1988,1.45
Western Europe,1988,1.098
Western Europe,1988,1.828
Australia and New Zealand,1988,0.654
Australia and New Zealand,1988,0.511
Australia and New Zealand,1988,0.514
Australia and New Zealand,1988,0.467
Australia and New Zealand,1988,0.691
Australia and New Zealand,1988,0.601
Australia and New Zealand,1988,0.76
Australia and New Zealand,1988,0.608
Australia and New Zealand,1988,0.752
Australia and New Zealand,1988,0.833
Australia and New Zealand,1988,0.631
Australia and New Zealand,1988,0.708
Antarctica,1989,1.24
Antarctica,1989,1.084
Antarctica,1989,1.156
Antarctica,1989,1.868
Antarctica,1989,1.704
Antarctica,1989,1.929
Antarctica,1989,1.801
Antarctica,1989,2.216
Antarctica,1989,2.058
Antarctica,1989,1.344
Antarctica,1989,1.124
Antarctica,1989,1.161
South Africa,1989,0.637
South Africa,1989,0.583
South Africa,1989,0.625
South Africa,1989,0.64
South Africa,1989,0.483
South Africa,1989,0.788
South Africa,1989,0.656
South Africa,1989,0.65
South Africa,1989,0.742
South Africa,1989,0.762
South Africa,1989,0.657
South Africa,1989,0.701
Africa,1989,0.488
Africa,1989,0.483
Africa,1989,0.484
Africa,1989,0.316
Africa,1989,0.341
Africa,1989,0.292
Africa,1989,0.313
Africa,1989,0.303
Africa,1989,0.304
Africa,1989,0.304
Africa,1989,0.314
Africa,1989,0.353
Eastern Africa,1989,0.345
Eastern Africa,1989,0.338
Eastern Africa,1989,0.363
Eastern Africa,1989,0.399
Eastern Africa,1989,0.451
Eastern Africa,1989,0.369
Eastern Africa,1989,0.353
Eastern Africa,1989,0.349
Eastern Africa,1989,0.346
Eastern Africa,1989,0.371
Eastern Africa,1989,0.304
Eastern Africa,1989,0.378
Middle Africa,1989,0.418
Middle Africa,1989,0.506
Middle Africa,1989,0.355
Middle Africa,1989,0.317
Middle Africa,1989,0.291
Middle Africa,1989,0.26
Middle Africa,1989,0.327
Middle Africa,1989,0.295
Middle Africa,1989,0.33
Middle Africa,1989,0.27
Middle Africa,1989,0.301
Middle Africa,1989,0.401
Northern Africa,1989,0.767
Northern Africa,1989,0.804
Northern Africa,1989,0.79
Northern Africa,1989,0.395
Northern Africa,1989,0.506
Northern Africa,1989,0.308
Northern Africa,1989,0.419
Northern Africa,1989,0.312
Northern Africa,1989,0.368
Northern Africa,1989,0.45
Northern Africa,1989,0.624
Northern Africa,1989,0.642
Southern Africa,1989,0.706
Southern Africa,1989,0.624
Southern Africa,1989,0.753
Southern Africa,1989,0.617
Southern Africa,1989,0.409
Southern Africa,1989,0.852
Southern Africa,1989,0.572
Southern Africa,1989,0.61
Southern Africa,1989,0.621
Southern Africa,1989,0.685
Southern Africa,1989,0.585
Southern Africa,1989,0.58
Western Africa,1989,0.915
Western Africa,1989,0.781
Western Africa,1989,0.701
Western Africa,1989,0.498
Western Africa,1989,0.425
Western Africa,1989,0.44
Western Africa,1989,0.446
Western Africa,1989,0.51
Western Africa,1989,0.478
Western Africa,1989,0.424
Western Africa,1989,0.437
Western Africa,1989,0.57
Northern America,1989,0.948
Northern America,1989,1.621
Northern America,1989,1.087
Northern America,1989,0.825
Northern America,1989,0.519
Northern America,1989,0.429
Northern America,1989,0.366
Northern America,1989,0.38
Northern America,1989,0.602
Northern America,1989,0.936
Northern America,1989,0.627
Northern America,1989,1.326
Central America,1989,0.595
Central America,1989,0.52
Central America,1989,0.643
Central America,1989,0.461
Central America,1989,0.325
Central America,1989,0.403
Central America,1989,0.488
Central America,1989,0.385
Central America,1989,0.403
Central America,1989,0.469
Central America,1989,0.566
Central America,1989,0.513
South America,1989,0.263
South America,1989,0.326
South America,1989,0.414
South America,1989,0.418
South America,1989,0.479
South America,1989,0.564
South America,1989,0.495
South America,1989,0.39
South America,1989,0.334
South America,1989,0.335
South America,1989,0.315
South America,1989,0.272
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Central Asia,1989,
Eastern Asia,1989,1.045
Eastern Asia,1989,1.725
Eastern Asia,1989,1.077
Eastern Asia,1989,0.683
Eastern Asia,1989,0.467
Eastern Asia,1989,0.366
Eastern Asia,1989,0.303
Eastern Asia,1989,0.42
Eastern Asia,1989,0.482
Eastern Asia,1989,0.524
Eastern Asia,1989,1.088
Eastern Asia,1989,1.24
Southern Asia,1989,0.962
Southern Asia,1989,1.265
Southern Asia,1989,0.867
Southern Asia,1989,0.796
Southern Asia,1989,0.556
Southern Asia,1989,0.323
Southern Asia,1989,0.247
Southern Asia,1989,0.244
Southern Asia,1989,0.243
Southern Asia,1989,0.524
Southern Asia,1989,0.642
Southern Asia,1989,0.705
South-Eastern Asia,1989,0.567
South-Eastern Asia,1989,0.456
South-Eastern Asia,1989,0.381
South-Eastern Asia,1989,0.349
South-Eastern Asia,1989,0.25
South-Eastern Asia,1989,0.22
South-Eastern Asia,1989,0.2
South-Eastern Asia,1989,0.162
South-Eastern Asia,1989,0.143
South-Eastern Asia,1989,0.178
South-Eastern Asia,1989,0.368
South-Eastern Asia,1989,0.465
Western Asia,1989,1.179
Western Asia,1989,1.261
Western Asia,1989,0.935
Western Asia,1989,0.759
Western Asia,1989,0.572
Western Asia,1989,0.539
Western Asia,1989,0.474
Western Asia,1989,0.568
Western Asia,1989,0.585
Western Asia,1989,0.653
Western Asia,1989,0.934
Western Asia,1989,0.997
Eastern Europe,1989,1.94
Eastern Europe,1989,1.869
Eastern Europe,1989,1.375
Eastern Europe,1989,0.866
Eastern Europe,1989,0.642
Eastern Europe,1989,0.638
Eastern Europe,1989,0.539
Eastern Europe,1989,0.453
Eastern Europe,1989,0.576
Eastern Europe,1989,0.86
Eastern Europe,1989,0.88
Eastern Europe,1989,1.055
Northern Europe,1989,2.461
Northern Europe,1989,2.643
Northern Europe,1989,1.93
Northern Europe,1989,0.923
Northern Europe,1989,0.868
Northern Europe,1989,0.979
Northern Europe,1989,0.914
Northern Europe,1989,0.731
Northern Europe,1989,0.864
Northern Europe,1989,1.259
Northern Europe,1989,1.449
Northern Europe,1989,2.186
Southern Europe,1989,0.843
Southern Europe,1989,1.294
Southern Europe,1989,1.0
Southern Europe,1989,0.861
Southern Europe,1989,0.719
Southern Europe,1989,0.695
Southern Europe,1989,0.453
Southern Europe,1989,0.729
Southern Europe,1989,0.889
Southern Europe,1989,0.94
Southern Europe,1989,0.862
Southern Europe,1989,0.883
Western Europe,1989,2.053
Western Europe,1989,2.145
Western Europe,1989,1.577
Western Europe,1989,1.194
Western Europe,1989,0.873
Western Europe,1989,1.019
Western Europe,1989,1.099
Western Europe,1989,0.908
Western Europe,1989,1.174
Western Europe,1989,1.45
Western Europe,1989,1.098
Western Europe,1989,1.828
Australia and New Zealand,1989,0.654
Australia and New Zealand,1989,0.511
Australia and New Zealand,1989,0.514
Australia and New Zealand,1989,0.467
Australia and New Zealand,1989,0.691
Australia and New Zealand,1989,0.601
Australia and New Zealand,1989,0.76
Australia and New Zealand,1989,0.608
Australia and New Zealand,1989,0.752
Australia and New Zealand,1989,0.833
Australia and New Zealand,1989,0.631
Australia and New Zealand,1989,0.708
Antarctica,1990,1.24
Antarctica,1990,1.084
Antarctica,1990,1.156
Antarctica,1990,1.868
Antarctica,1990,1.704
Antarctica,1990,1.929
Antarctica,1990,1.801
Antarctica,1990,2.216
Antarctica,1990,2.058
Antarctica,1990,1.344
Antarctica,1990,1.124
Antarctica,1990,1.161
South Africa,1990,0.637
South Africa,1990,0.583
South Africa,1990,0.625
South Africa,1990,0.64
South Africa,1990,0.483
South Africa,1990,0.788
South Africa,1990,0.656
South Africa,1990,0.65
South Africa,1990,0.742
South Africa,1990,0.762
South Africa,1990,0.657
South Africa,1990,0.701
Africa,1990,0.488
Africa,1990,0.483
Africa,1990,0.484
Africa,1990,0.316
Africa,1990,0.341
Africa,1990,0.292
Africa,1990,0.313
Africa,1990,0.303
Africa,1990,0.304
Africa,1990,0.304
Africa,1990,0.314
Africa,1990,0.353
Eastern Africa,1990,0.345
Eastern Africa,1990,0.338
Eastern Africa,1990,0.363
Eastern Africa,1990,0.399
Eastern Africa,1990,0.451
Eastern Africa,1990,0.369
Eastern Africa,1990,0.353
Eastern Africa,1990,0.349
Eastern Africa,1990,0.346
Eastern Africa,1990,0.371
Eastern Africa,1990,0.304
Eastern Africa,1990,0.378
Middle Africa,1990,0.418
Middle Africa,1990,0.506
Middle Africa,1990,0.355
Middle Africa,1990,0.317
Middle Africa,1990,0.291
Middle Africa,1990,0.26
Middle Africa,1990,0.327
Middle Africa,1990,0.295
Middle Africa,1990,0.33
Middle Africa,1990,0.27
Middle Africa,1990,0.301
Middle Africa,1990,0.401
Northern Africa,1990,0.767
Northern Africa,1990,0.804
Northern Africa,1990,0.79
Northern Africa,1990,0.395
Northern Africa,1990,0.506
Northern Africa,1990,0.308
Northern Africa,1990,0.419
Northern Africa,1990,0.312
Northern Africa,1990,0.368
Northern Africa,1990,0.45
Northern Africa,1990,0.624
Northern Africa,1990,0.642
Southern Africa,1990,0.706
Southern Africa,1990,0.624
Southern Africa,1990,0.753
Southern Africa,1990,0.617
Southern Africa,1990,0.409
Southern Africa,1990,0.852
Southern Africa,1990,0.572
Southern Africa,1990,0.61
Southern Africa,1990,0.621
Southern Africa,1990,0.685
Southern Africa,1990,0.585
Southern Africa,1990,0.58
Western Africa,1990,0.915
Western Africa,1990,0.781
Western Africa,1990,0.701
Western Africa,1990,0.498
Western Africa,1990,0.425
Western Africa,1990,0.44
Western Africa,1990,0.446
Western Africa,1990,0.51
Western Africa,1990,0.478
Western Africa,1990,0.424
Western Africa,1990,0.437
Western Africa,1990,0.57
Northern America,1990,0.948
Northern America,1990,1.621
Northern America,1990,1.087
Northern America,1990,0.825
Northern America,1990,0.519
Northern America,1990,0.429
Northern America,1990,0.366
Northern America,1990,0.38
Northern America,1990,0.602
Northern America,1990,0.936
Northern America,1990,0.627
Northern America,1990,1.326
Central America,1990,0.595
Central America,1990,0.52
Central America,1990,0.643
Central America,1990,0.461
Central America,1990,0.325
Central America,1990,0.403
Central America,1990,0.488
Central America,1990,0.385
Central America,1990,0.403
Central America,1990,0.469
Central America,1990,0.566
Central America,1990,0.513
South America,1990,0.263
South America,1990,0.326
South America,1990,0.414
South America,1990,0.418
South America,1990,0.479
South America,1990,0.564
South America,1990,0.495
South America,1990,0.39
South America,1990,0.334
South America,1990,0.335
South America,1990,0.315
South America,1990,0.272
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Central Asia,1990,
Eastern Asia,1990,1.045
Eastern Asia,1990,1.725
Eastern Asia,1990,1.077
Eastern Asia,1990,0.683
Eastern Asia,1990,0.467
Eastern Asia,1990,0.366
Eastern Asia,1990,0.303
Eastern Asia,1990,0.42
Eastern Asia,1990,0.482
Eastern Asia,1990,0.524
Eastern Asia,1990,1.088
Eastern Asia,1990,1.24
Southern Asia,1990,0.962
Southern Asia,1990,1.265
Southern Asia,1990,0.867
Southern Asia,1990,0.796
Southern Asia,1990,0.556
Southern Asia,1990,0.323
Southern Asia,1990,0.247
Southern Asia,1990,0.244
Southern Asia,1990,0.243
Southern Asia,1990,0.524
Southern Asia,1990,0.642
Southern Asia,1990,0.705
South-Eastern Asia,1990,0.567
South-Eastern Asia,1990,0.456
South-Eastern Asia,1990,0.381
South-Eastern Asia,1990,0.349
South-Eastern Asia,1990,0.25
South-Eastern Asia,1990,0.22
South-Eastern Asia,1990,0.2
South-Eastern Asia,1990,0.162
South-Eastern Asia,1990,0.143
South-Eastern Asia,1990,0.178
South-Eastern Asia,1990,0.368
South-Eastern Asia,1990,0.465
Western Asia,1990,1.179
Western Asia,1990,1.261
Western Asia,1990,0.935
Western Asia,1990,0.759
Western Asia,1990,0.572
Western Asia,1990,0.539
Western Asia,1990,0.474
Western Asia,1990,0.568
Western Asia,1990,0.585
Western Asia,1990,0.653
Western Asia,1990,0.934
Western Asia,1990,0.997
Eastern Europe,1990,1.94
Eastern Europe,1990,1.869
Eastern Europe,1990,1.375
Eastern Europe,1990,0.866
Eastern Europe,1990,0.642
Eastern Europe,1990,0.638
Eastern Europe,1990,0.539
Eastern Europe,1990,0.453
Eastern Europe,1990,0.576
Eastern Europe,1990,0.86
Eastern Europe,1990,0.88
Eastern Europe,1990,1.055
Northern Europe,1990,2.461
Northern Europe,1990,2.643
Northern Europe,1990,1.93
Northern Europe,1990,0.923
Northern Europe,1990,0.868
Northern Europe,1990,0.979
Northern Europe,1990,0.914
Northern Europe,1990,0.731
Northern Europe,1990,0.864
Northern Europe,1990,1.259
Northern Europe,1990,1.449
Northern Europe,1990,2.186
Southern Europe,1990,0.843
Southern Europe,1990,1.294
Southern Europe,1990,1.0
Southern Europe,1990,0.861
Southern Europe,1990,0.719
Southern Europe,1990,0.695
Southern Europe,1990,0.453
Southern Europe,1990,0.729
Southern Europe,1990,0.889
Southern Europe,1990,0.94
Southern Europe,1990,0.862
Southern Europe,1990,0.883
Western Europe,1990,2.053
Western Europe,1990,2.145
Western Europe,1990,1.577
Western Europe,1990,1.194
Western Europe,1990,0.873
Western Europe,1990,1.019
Western Europe,1990,1.099
Western Europe,1990,0.908
Western Europe,1990,1.174
Western Europe,1990,1.45
Western Europe,1990,1.098
Western Europe,1990,1.828
Australia and New Zealand,1990,0.654
Australia and New Zealand,1990,0.511
Australia and New Zealand,1990,0.514
Australia and New Zealand,1990,0.467
Australia and New Zealand,1990,0.691
Australia and New Zealand,1990,0.601
Australia and New Zealand,1990,0.76
Australia and New Zealand,1990,0.608
Australia and New Zealand,1990,0.752
Australia and New Zealand,1990,0.833
Australia and New Zealand,1990,0.631
Australia and New Zealand,1990,0.708
Antarctica,1991,1.24
Antarctica,1991,1.084
Antarctica,1991,1.156
Antarctica,1991,1.868
Antarctica,1991,1.704
Antarctica,1991,1.929
Antarctica,1991,1.801
Antarctica,1991,2.216
Antarctica,1991,2.058
Antarctica,1991,1.344
Antarctica,1991,1.124
Antarctica,1991,1.161
South Africa,1991,0.637
South Africa,1991,0.583
South Africa,1991,0.625
South Africa,1991,0.64
South Africa,1991,0.483
South Africa,1991,0.788
South Africa,1991,0.656
South Africa,1991,0.65
South Africa,1991,0.742
South Africa,1991,0.762
South Africa,1991,0.657
South Africa,1991,0.701
Africa,1991,0.488
Africa,1991,0.483
Africa,1991,0.484
Africa,1991,0.316
Africa,1991,0.341
Africa,1991,0.292
Africa,1991,0.313
Africa,1991,0.303
Africa,1991,0.304
Africa,1991,0.304
Africa,1991,0.314
Africa,1991,0.353
Eastern Africa,1991,0.345
Eastern Africa,1991,0.338
Eastern Africa,1991,0.363
Eastern Africa,1991,0.399
Eastern Africa,1991,0.451
Eastern Africa,1991,0.369
Eastern Africa,1991,0.353
Eastern Africa,1991,0.349
Eastern Africa,1991,0.346
Eastern Africa,1991,0.371
Eastern Africa,1991,0.304
Eastern Africa,1991,0.378
Middle Africa,1991,0.418
Middle Africa,1991,0.506
Middle Africa,1991,0.355
Middle Africa,1991,0.317
Middle Africa,1991,0.291
Middle Africa,1991,0.26
Middle Africa,1991,0.327
Middle Africa,1991,0.295
Middle Africa,1991,0.33
Middle Africa,1991,0.27
Middle Africa,1991,0.301
Middle Africa,1991,0.401
Northern Africa,1991,0.767
Northern Africa,1991,0.804
Northern Africa,1991,0.79
Northern Africa,1991,0.395
Northern Africa,1991,0.506
Northern Africa,1991,0.308
Northern Africa,1991,0.419
Northern Africa,1991,0.312
Northern Africa,1991,0.368
Northern Africa,1991,0.45
Northern Africa,1991,0.624
Northern Africa,1991,0.642
Southern Africa,1991,0.706
Southern Africa,1991,0.624
Southern Africa,1991,0.753
Southern Africa,1991,0.617
Southern Africa,1991,0.409
Southern Africa,1991,0.852
Southern Africa,1991,0.572
Southern Africa,1991,0.61
Southern Africa,1991,0.621
Southern Africa,1991,0.685
Southern Africa,1991,0.585
Southern Africa,1991,0.58
Western Africa,1991,0.915
Western Africa,1991,0.781
Western Africa,1991,0.701
Western Africa,1991,0.498
Western Africa,1991,0.425
Western Africa,1991,0.44
Western Africa,1991,0.446
Western Africa,1991,0.51
Western Africa,1991,0.478
Western Africa,1991,0.424
Western Africa,1991,0.437
Western Africa,1991,0.57
Northern America,1991,0.948
Northern America,1991,1.621
Northern America,1991,1.087
Northern America,1991,0.825
Northern America,1991,0.519
Northern America,1991,0.429
Northern America,1991,0.366
Northern America,1991,0.38
Northern America,1991,0.602
Northern America,1991,0.936
Northern America,1991,0.627
Northern America,1991,1.326
Central America,1991,0.595
Central America,1991,0.52
Central America,1991,0.643
Central America,1991,0.461
Central America,1991,0.325
Central America,1991,0.403
Central America,1991,0.488
Central America,1991,0.385
Central America,1991,0.403
Central America,1991,0.469
Central America,1991,0.566
Central America,1991,0.513
South America,1991,0.263
South America,1991,0.326
South America,1991,0.414
South America,1991,0.418
South America,1991,0.479
South America,1991,0.564
South America,1991,0.495
South America,1991,0.39
South America,1991,0.334
South America,1991,0.335
South America,1991,0.315
South America,1991,0.272
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Central Asia,1991,
Eastern Asia,1991,1.045
Eastern Asia,1991,1.725
Eastern Asia,1991,1.077
Eastern Asia,1991,0.683
Eastern Asia,1991,0.467
Eastern Asia,1991,0.366
Eastern Asia,1991,0.303
Eastern Asia,1991,0.42
Eastern Asia,1991,0.482
Eastern Asia,1991,0.524
Eastern Asia,1991,1.088
Eastern Asia,1991,1.24
Southern Asia,1991,0.962
Southern Asia,1991,1.265
Southern Asia,1991,0.867
Southern Asia,1991,0.796
Southern Asia,1991,0.556
Southern Asia,1991,0.323
Southern Asia,1991,0.247
Southern Asia,1991,0.244
Southern Asia,1991,0.243
Southern Asia,1991,0.524
Southern Asia,1991,0.642
Southern Asia,1991,0.705
South-Eastern Asia,1991,0.567
South-Eastern Asia,1991,0.456
South-Eastern Asia,1991,0.381
South-Eastern Asia,1991,0.349
South-Eastern Asia,1991,0.25
South-Eastern Asia,1991,0.22
South-Eastern Asia,1991,0.2
